"","year","name","cluster","avgScore"
"10102","1996","Mother",268,3.218
"10103","2001","The Three Amigos",221,3.88
"10104","1980","The Young Master",48,3.623
"10105","1987","The Big Easy",310,3.514
"10106","2002","Leslie Sansone: Deluxe Walk",58,2.945
"10107","1999","Balzac: A Life of Passion",450,3.379
"10108","1998","New Rose Hotel",697,2.233
"10109","1994","Major League II",262,2.931
"10110","1943","The Outlaw",375,2.615
"10111","1965","Sons of Katie Elder",751,3.711
"10112","1996","As Time Goes By: Series 5",415,4.179
"10113","2004","The Wiggles: Whoo Hoo! Wiggly Gremlins!",601,3.307
"10114","2004","De-Lovely",509,3.105
"10115","1964","The Long Ships",612,3.059
"10116","2004","Chameli",292,3.06
"10117","1986","84 Charing Cross Road",729,3.772
"10118","1992","Sailor Moon: Vol. 9: The Return of the Doom Tree",81,3.683
"10119","1973","Soylent Green",334,3.427
"10120","1981","Elephant Parts",280,3.144
"10121","1997","Homicide: Life on the Street: Season 6",450,4.158
"10122","1982","Danger Mouse: Seasons 3 & 4",342,3.333
"10123","1996","Broken Arrow",209,3.26
"10124","2004","Fathers and Sons",135,2.864
"10125","1994","Jason's Lyric",273,3.521
"10126","1988","Midnight Run",258,3.714
"10127","2002","Underdog: Nemesis",416,3.142
"10128","1985","Year of the Dragon",418,3.229
"10129","2002","Paper Soldiers",661,2.945
"10130","2003","Lost Boys of Sudan",576,3.681
"10131","1992","Diggstown",568,3.377
"10132","2004","The White Diamond",59,3.09
"10133","1977","The Amazing Howard Hughes",396,3.047
"10134","1998","Hercules: The Legendary Journeys: Season 5",177,3.941
"10135","1964","Jonny Quest: Season 1",858,3.712
"10136","2004","Sesame Street: Learning About Numbers",368,3.411
"10137","1972","Are You Being Served?",652,3.868
"10138","2001","Lift",388,2.928
"10139","2002","Evolution",673,3.567
"10140","2005","Kim Possible Movie: So the Drama",72,3.832
"10141","2000","Star Trek: Voyager: Season 7",129,4.159
"10142","1954","The Wild One",320,3.533
"10143","1962","The Music Man",569,3.83
"10144","1978","Coma",22,3.487
"10145","2000","'N Sync: Live at Madison Square Garden",4,2.888
"10146","1985","The Creation of the Universe",254,3.411
"10147","1954","Taxi Driver",69,4.182
"10148","2000","Va Savoir",838,2.839
"10149","1999","Pups",648,2.476
"10150","1966","Blues Masters",238,3.025
"10151","2002","Crank Yankers: Season 1: Uncensored",208,3.309
"10152","1998","Waking Ned Devine",567,3.794
"10153","1999","The Adventures of Sebastian Cole",88,3.184
"10154","2003","Rita",817,3.067
"10155","1994","I.Q.",646,3.393
"10156","2004","George W. Bushisms",316,2.759
"10157","2002","The Lost Battalion",310,3.799
"10158","1995","Father of the Bride 2",358,3.594
"10159","1970","Kelly's Heroes",795,3.893
"10160","1983","Running Brave",436,3.042
"10161","2004","A Little Snow Fairy Sugar: Special",599,3.39
"10162","1973","Papillon",291,3.985
"10163","2001","Indian",67,2.189
"10164","1979","Danger UXB",560,3.893
"10165","2000","Supernova",611,2.814
"10166","2004","Target of Opportunity",605,1.899
"10167","1959","One Step Beyond",851,2.791
"10168","2003","The League of Extraordinary Gentlemen",675,3.044
"10169","1991","Brides of Christ",331,3.515
"10170","2001","American Pie 2",511,3.492
"10171","1995","A Kid in King Arthur's Court",130,3.223
"10172","1995","Never Talk to Strangers",129,3.352
"10173","2004","Eulogy",360,3.152
"10174","1992","Consenting Adults",109,3.342
"10175","2003","The Pact of Silence",761,2.906
"10176","1989","Weekend at Bernie's",76,3.251
"10177","1985","Wetherby",772,2.537
"10178","2002","The Man From Elysian Fields",768,3.193
"10179","1937","Shall We Dance",285,3.927
"10180","1990","Blobermouth",171,2.411
"10181","1999","Godzilla And Other Movie Monsters",311,2.787
"10182","2000","The Audrey Hepburn Story",152,3.147
"10183","2002","Boa",437,2.434
"10184","2001","The Independent",329,2.491
"10185","1995","Frasier: Season 3",302,3.919
"10186","1941","Mr. & Mrs. Smith",199,3.39
"10187","2002","Lenny Kravitz: Live",505,3.076
"10188","1996","Mysteries of the Deep: Legendary Shipwrecks: Last Voyage of the Lusitania",93,3.214
"10189","2003","Mambo Italiano",770,3.317
"10190","1991","Slacker",823,3.276
"10191","1952","Pat and Mike",784,3.633
"10192","1969","Mosquito Squadron",712,2.893
"10193","1997","Bee Gees: One Night Only",161,3.443
"10194","2001","Visible Secret",639,2.598
"10195","1944","Charlie Chan: The Chinese Cat",292,3.554
"10196","2003","Quick Toning: Abs & Buns of Steel",294,2.733
"10197","2001","Greenmail",589,2.592
"10198","2000","102 Dalmatians",304,3.24
"10199","2003","Hall & Oates: Live in Concert",135,3.7
"10200","2004","Pink Floyd: Inside Pink Floyd: A Critical Review 1967-1974",397,3.14
"10201","2003","Colosseum: A Gladiator's Story",450,3.524
"10202","1982","Rudolph and Frosty's Christmas in July",729,3.654
"10203","1995","Carrington",204,3.263
"10204","2004","Pursued",648,3
"10205","2000","Galerians: Rion",426,2.749
"10206","1974","Vampyres",54,2.55
"10207","1991","God of Gamblers III: Back to Shanghai",399,3.302
"10208","1993","Attack of the 50 Ft. Woman",559,2.203
"10209","1994","No Escape",414,3.312
"10210","1990","All the Vermeers in New York",551,1.918
"10211","1965","The Avengers '65",88,3.487
"10212","1985","Weird Science",664,3.672
"10213","1979","The Who: The Kids Are Alright",250,3.822
"10214","1997","The Relic",601,3.122
"10215","1993","New Dominion Tank Police",53,3.567
"10216","1951","Lullaby of Broadway",703,3.38
"10217","1995","The Babysitter",274,2.578
"10218","1957","Pyaasa",502,3.163
"10219","1968","Flesh (Andy Warhol)",266,2.708
"10220","1995","Gloria Estefan: Everlasting Gloria",481,2.912
"10221","1991","Shattered",474,3.515
"10222","1953","The War of the Worlds",82,3.733
"10223","2004","Cheating Death,Stealing Life: The Eddie Guerrero Story",371,3.893
"10224","1999","The Worst Witch: Sorcery and Chips",352,3.008
"10225","1993","Groundhog Day",815,3.832
"10226","2002","13 Conversations About One Thing",415,3.238
"10227","2001","Sweeney Todd in Concert",161,3.736
"10228","2002","For Real",708,2.854
"10229","2004","Vanity Fair",273,3.074
"10230","1997","Wag the Dog",560,3.36
"10231","2004","Kung Fu Hustle",456,3.728
"10232","1992","Guncrazy",857,2.541
"10233","2003","Wonderland: Bonus Material",119,3.152
"10234","1994","Trial by Jury",168,3.066
"10235","2000","Teen Spirit: A Tribute to Kurt Cobain",826,2.279
"10236","1985","Mad Max Beyond Thunderdome",262,3.443
"10237","1990","All About Ah-Long",716,3.038
"10238","2004","Bellydance Fitness for Weight Loss: Too Hip",213,2.661
"10239","1955","Seven Year Itch",225,3.627
"10240","2001","Summer Catch",611,3.033
"10241","2000","The Legend of Bagger Vance",138,3.457
"10242","1993","Butterfly Sword",361,3.047
"10243","2001","Ghosts of Mars",131,2.659
"10244","1995","Hard Bounty",249,2.318
"10245","1984","Star Trek III: The Search for Spock: Bonus Material",200,3.594
"10246","2002","Close Your Eyes",297,2.972
"10247","2001","Crocodile 2: Death Swamp",671,2.546
"10248","1999","Taxman",155,2.554
"10249","1988","Stormy Monday",590,2.713
"10250","2005","National Geographic: Inside Shock and Awe",421,3.214
"10251","2005","Samurai 7",602,4.194
"10252","1973","Fat Albert and the Cosby Kids: The Original Animated Series: Vol. 2",637,2.982
"10253","1998","The Governess",441,3.087
"10254","1944","Meet Me in St. Louis",279,3.93
"10255","1957","An Affair to Remember",800,3.947
"10256","1997","The 6th Man",310,3.383
"10257","2002","Prehistoric Planet: The Complete Dino Dynasty",531,3.387
"10258","2000","Die! Die! Die!",429,1.892
"10259","2002","Greg the Bunny",119,3.722
"10260","2001","Real Wheels: Truck Adventures",93,2.991
"10261","1997","Trial & Error",168,2.956
"10262","2002","The Adventures of Tom Thumb and Thumbelina",619,3.052
"10263","2004","Common Wealth",166,3.229
"10264","1921","The Saphead (Silent)",59,3.332
"10265","2002","Sex Pistols: Never Mind the Bollocks",418,3.816
"10266","2004","Collateral: Bonus Material",104,3.316
"10267","1997","Goosebumps: Night of the Living Dummy III",378,3.361
"10268","2004","Shaolin vs. Evil Dead",97,2.505
"10269","1966","Dead Heat on a Merry-Go-Round",530,2.771
"10270","1993","Kung Fu Scholar",456,2.824
"10271","1989","Chances Are",485,3.432
"10272","1995","Sliders: Seasons 1 and 2",561,3.879
"10273","1954","Bad Day at Black Rock",651,3.807
"10274","1989","Road House",644,3.292
"10275","2004","The Girl Next Door",138,3.581
"10276","1950","Rashomon",231,4.026
"10277","1948","The Bicycle Thief",447,3.921
"10278","2000","Highlander 4: Endgame",170,3.082
"10279","2004","Tom and Jerry: Blast Off to Mars",155,3.609
"10280","1993","Frasier: Season 1",302,3.829
"10281","1999","Songcatcher",267,3.689
"10282","1998","Godzilla",811,2.742
"10283","2000","VeggieTales: King George and the Ducky",346,4.108
"10284","1978","Doctor Who: The Power of Kroll",277,3.671
"10285","2000","Ali Zaoua: Prince of the Streets",444,3.498
"10286","1989","Shag: The Movie",398,3.49
"10287","2001","Midsomer Murders: Garden of Death",199,3.945
"10288","2003","Redneck Comedy Roundup",45,2.736
"10289","1993","Sherlock Holmes: The Last Vampyre",13,3.628
"10290","2002","Andy Warhol: The Complete Picture",732,3.554
"10291","1989","Sleepaway Camp III: Teenage Wasteland",498,3.022
"10292","2002","Noam Chomsky: Distorted Morality: America's War on Terror?",678,3.749
"10293","1958","House on Haunted Hill",9,3.495
"10294","1974","The Towering Inferno",95,3.338
"10295","1975","Shivers",239,2.936
"10296","1964","The Carpetbaggers",52,3.287
"10297","1998","Fifteen & Pregnant",475,3.439
"10298","2003","The Gospel of John",375,3.787
"10299","1934","L'Atalante",256,3.603
"10300","1958","Houseboat",648,3.717
"10301","2003","Soul Hunter",163,3.32
"10302","1987","Death Wish 4: The Crackdown",409,3.435
"10303","1999","Cybercity",3,1.857
"10304","1974","Zardoz",219,2.848
"10305","2001","Chelsea Walls",232,2.189
"10306","1996","Crossworlds",297,2.918
"10307","1970","Quackser Fortune Has a Cousin in the Bronx",153,2.866
"10308","1964","Ed Sullivan Presents The Beatles",234,3.687
"10309","2000","Turn It Up",718,2.522
"10310","2001","Jane White Is Sick & Twisted",858,1.921
"10311","1961","The Twilight Zone: Vol. 10",340,4.146
"10312","2003","Girls Kissing",494,1.977
"10313","2001","Lord of the Rings: The Fellowship of the Ring: Bonus Material",148,4.279
"10314","2005","The Adventures of Sharkboy & Lavagirl",88,3.298
"10315","1960","The Millionairess",165,2.46
"10316","1981","Little House on the Prairie: Season 8",374,4.086
"10317","1984","Before Stonewall",515,3.683
"10318","2002","Dream Theater: Metropolis 2000: Scenes From New York",210,3.785
"10319","2004","Ray Charles: Line in Concert with the Edmonton Symphony",289,3.257
"10320","1950","Variety Lights",343,3.303
"10321","1975","Upstairs,Downstairs: Season 5",304,4.217
"10322","2003","Coming Out Party",718,2.91
"10323","1986","The Shaolin Invincibles",320,2.305
"10324","1999","Slipknot: Welcome to Our Neighborhood",277,3.129
"10325","1997","Last Stand at Saber River",666,3.699
"10326","1968","The Doors: The Doors Are Open",112,3.037
"10327","1989","Kinjite: Forbidden Subjects",664,2.856
"10328","1938","The Three Stooges: G.I. Stooge",503,3.859
"10329","2004","Doing Hard Time",757,3.154
"10330","1966","The Tale of Tsar Saltan",101,3.061
"10331","1989","First Emperor of China: IMAX",139,2.904
"10332","2001","Drive In",509,1.543
"10333","2004","The Batman: Season 1",519,3.42
"10334","2000","Slayers: Book of Spells",583,3.667
"10335","1988","Care Bears: Magical Adventures",208,3.125
"10336","2003","Best Motoring: Drift Bible",218,3.779
"10337","1998","Snake Eyes",670,3.08
"10338","1965","The Agony and the Ecstasy",46,3.687
"10339","2004","The Grid",52,3.434
"10340","1992","Sailor Moon: Vol. 6: Adventure Girls",81,3.824
"10341","1996","Ponette",309,3.633
"10342","2002","Denise Austin: Pilates for Every Body",185,2.663
"10343","1997","Out to Sea",640,3.458
"10344","1986","Crocodile Dundee",671,3.413
"10345","1965","Cat Ballou",230,3.6
"10346","1995","Two Bits",217,2.94
"10347","2001","CKY (Landspeed)",834,3.678
"10348","1995","Body Chemistry IV: Full Exposure",301,2.536
"10349","1999","Black Sabbath: The Last Supper",823,3.563
"10350","1979","Love on the Run",479,3.407
"10351","2004","The Defender",569,2.574
"10352","2003","Lord of the Rings: The Return of the King: Bonus Material",148,4.273
"10353","1940","The Sea Hawk",612,3.982
"10354","2001","Monarch of the Glen: Series 3",31,4.149
"10355","1997","Diary of a Serial Killer",203,2.258
"10356","1931","Woman in the Moon",444,3.356
"10357","1985","Thundercats: Season 1: Vol. 1",135,4.138
"10358","2004","Ocean's Twelve",627,3.176
"10359","1999","Runaway Bride",521,3.291
"10360","1937","Lost Horizon",720,3.739
"10361","1960","The Twilight Zone: Vol. 20",358,4.058
"10362","2000","MTV: Jackass",12,3.563
"10363","1998","Pi: Faith in Chaos",783,3.509
"10364","2002","Sister Helen",639,3.399
"10365","1980","The Dukes of Hazzard: Season 3",302,3.863
"10366","2003","Mimic 3: Sentinel",842,2.293
"10367","1971","Everything You Always Wanted to Know About Sex But Were Afraid to Ask",153,3.45
"10368","2001","Triangle",168,2.603
"10369","1972","Upstairs,Downstairs: Season 2",304,4.048
"10370","1998","Embrace the Darkness",824,2.649
"10371","1998","Gods and Monsters",532,3.632
"10372","1950","All About Eve",716,4.005
"10373","1967","Something Weird: Special Edition",29,2.523
"10374","1997","Goosebumps: Scary House",378,3.279
"10375","1997","My Best Friend's Wedding",61,3.571
"10376","2002","WWE: King of the Ring 2002",288,3.647
"10377","2004","Jack O'Lantern",157,1.755
"10378","1999","The Bone Collector",132,3.701
"10379","2001","The Score",59,3.588
"10380","1996","Prisoner of the Mountains",174,3.584
"10381","1997","Bertie & Elizabeth",93,3.547
"10382","1993","Heidi",482,3.477
"10383","2004","Norah Jones and the Handsome Band: Live in 2004",534,3.728
"10384","2002","Sting of the Black Scorpion",743,2.221
"10385","1997","Goosebumps: Werewolf of Fever Swamp",582,3.404
"10386","1995","Top Dog",215,3.036
"10387","1967","One Million Years B.C.",438,2.998
"10388","1997","Gridlock'd",721,3.311
"10389","2002","The Cockettes",107,3.264
"10390","2003","Midsomer Murders: Painted in Blood",199,3.975
"10391","1999","The Bridge",329,2.929
"10392","1998","The Thin Red Line",221,3.209
"10393","2000","Just One Time",852,3.095
"10394","1973","The World's Greatest Athlete",93,2.945
"10395","1975","Breakheart Pass",209,3.372
"10396","1999","After Life",488,3.703
"10397","2005","Wild Things: Diamonds in the Rough",272,2.803
"10398","2005","Curious",125,1.625
"10399","1982","Idomeneo: Mozart: Metropolitan Opera",286,2.883
"10400","2004","Gloria Estefan: Live and Unwrapped",481,3.209
"10401","1990","Aerosmith: The Making of Pump",177,3.18
"10402","2005","Ethan Mao",280,2.917
"10403","1993","Amos & Andrew",130,2.849
"10404","1984","Marlene",649,2.941
"10405","1997","Don King: Only in America",169,3.076
"10406","1995","Absolutely Fabulous: Series 3",285,3.912
"10407","1995","Cutthroat Island",205,3.193
"10408","2000","I Come",808,3.025
"10409","1964","633 Squadron",293,3.357
"10410","1969","The Looking Glass War",729,2.815
"10411","2004","Strawberry Shortcake: Best Pets Yet",559,3.78
"10412","2003","MTV: Punk'd: Season 1",124,3.407
"10413","2002","Clockstoppers",750,3.143
"10414","1977","Rollercoaster",446,2.793
"10415","2002","16 December",453,2.455
"10416","1943","Lady of Burlesque",336,3.085
"10417","2000","Jesus",859,3.442
"10418","1997","South Park: Season 1",674,4.252
"10419","2000","Gossip",491,3.045
"10420","1984","The Muppets Take Manhattan",101,3.671
"10421","2003","Scary Movie 3",806,2.929
"10422","1999","The Legend of Sleepy Hollow",138,3.683
"10423","1997","Rosewood",111,3.768
"10424","1993","Carlito's Way",325,3.768
"10425","2003","Willard",272,2.692
"10426","1958","Auntie Mame",412,4.006
"10427","1971","The Best of MusikLaden: Procol Harum",355,2.759
"10428","1984","Splash: 20th Anniversary Edition",391,3.635
"10429","2003","Final Destination 2",740,3.428
"10430","1994","Wagons East",815,2.469
"10431","2003","Growing up with Winnie the Pooh: A Great Day of Discovery",84,3.728
"10432","1988","Tibet: Windham Hill",43,2.52
"10433","1953","Stalag 17",204,3.999
"10434","1996","Zero Woman: The Accused",564,2.261
"10435","1993","The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom",161,2.829
"10436","2000","Road Trip",428,3.403
"10437","1982","Missing",522,3.659
"10438","1972","The King of Marvin Gardens",186,2.948
"10439","1928","The Circus",152,3.77
"10440","1995","Tales from the Crypt: The Robert Zemeckis Collection",128,3.369
"10441","2004","Fred Rogers: America's Favorite Neighbor",391,3.552
"10442","2000","Better Living Through Circuitry",368,3.123
"10443","1963","Bay of Angels",452,3.253
"10444","1998","Besieged",419,3.145
"10445","1963","The Andy Griffith Show: Vol 1: High Noon at Mayberry / The Loaded Goat",358,3.742
"10446","1993","The Remains of the Day",251,3.776
"10447","2005","Blue's Clues: Blue's Room: Alphabet Power",238,3.331
"10448","1993","Who's the Man?",476,2.966
"10449","2005","No Direction Home: Bob Dylan",678,4.164
"10450","1943","Sherlock Holmes Faces Death",635,3.702
"10451","1971","A Clockwork Orange",623,3.736
"10452","1988","Full Moon in Blue Water",733,2.824
"10453","1968","The Complete Monterey Pop Festival",138,3.757
"10454","1998","Stonebrook",248,2.807
"10455","1993","To Dance With the White Dog",114,3.692
"10456","1989","Campion: Police at the Funeral",69,3.595
"10457","1999","French: Vol. 1: The Standard Deviants",196,2.558
